Qu'est ce qui guide les spermatozoïdes vers l'ovule ?	C
Quelle portion des voies génitales de la femme réalise un véritable filtre pour la sélection des spz ?	B
Qu'est ce que la capacitation ?	A
Que sont les cellules du cumulus oophorus?	D
Qu'est ce que la réaction acrosomique?	B
Quel autre paramètre est fondamental pour la progression du spz vers l'ovule ?	D
Qu'est ce que la réaction corticale ? Qu'empêche t elle?	B
Qu'est ce qui induit la réaction corticale ?	B
Quel autre phénomène est induit par ce mécanisme ?	D
Qu'est ce que l'imprégnation ?	B
Qu'est ce qui induit la reprise de la méiose dans l'ovule ?	D
D'où proviennent les mitochondries d'un individu? De la mère ou du père et pourquoi ?	B
Grâce à quel appareil microtubulaire le rapprochement des pronucléi mâle et femelle a-t-il lieu ?	B
Quelle phase précède le rapprochement des pronucléi maternel et paternel ?	C
Qu'est ce qui marque le début de l'appellation « zygote »?	A
D'un point de vue de son génôme, comment est caractérisée la cellule œuf (combien de chromosome à combien de chromatides)?	C
Qu'est ce qui différencie les vrais des faux jumeaux ?	C
Quelles sont les 3 étapes au cours desquelles peuvent avoir lieu des anomalies de la fécondation ?	D
Quelles sont les principales causes d'infertilité féminine ?	A
Quelles sont les principales causes d'infertilité masculine ?	A
Par quelle analyse juge t on de la qualité du sperme ?	C
Quels sont les facteurs favorisants l'infertilité par diminution de la qualité du sperme ?	B
Quelles sont les principales techniques d'AMP ?	B
Quelles sont les principales complications des techniques d'AMP ?	D
Qu'est ce que la segmentation ?	D
A partir de combien de temps la cellule œuf subit elle sa première division ?	B
A partir de combien de temps aboutit on au stade morula ?	B
Combien de cellules constituent la morula ?	A
Qu'est ce que la compaction ?	D
Comment se nomme la cavité apparaissant au stade blastocyste?	B
A partir de quelles cellules du blastocytes se dévellopera l'embryon ?	B
A l'origine de quels tissus se trouve le trophoblaste ?	B
Autour de quel jour post-fécondation a lieu l'éclosion du blastocyste ?	A
Par quels mécanismes l'embryon est il expulsé ?	D
Qu'est ce que le hatching ?	A
Par où commence ce processus?	C
A partir de quel stade une polarité peut être observée ?	D
Qu'est ce qui définit le plan équatorial imaginaire de polarité de l'embryon ?	D
Qu'est ce qui permet le déplacement de l'ovule puis de l'embryon le long des trompes utérines ?	C
Au terme de quel jour commence l'implantation ?	B
Par quel pôle embryonnaire a lieu l'implantation ?	A
Où se situe la zone d'implantation normale ?	C
Quels sont les rôles de la zone pellucide ?	B
Quels sont les 3 étapes de l'implantation?	D
Jusqu'à quel stade peut il y avoir élimination de l'embryon par lavage?	D
Par quel intermédiaire serait médié l'adhésion de l'embryon à l'endomètre ?	C
Quels sont les 2 masses cellulaires issues de la différenciation du trophoblaste?	C
Décrire ces 2 masses (morphologie et rôle).	D
Quand s'achève la nidation ?	C
A partir de quel jour est mis en place la circulation utéro-placentaire primitive ?	A
Comment se nomme le troisième feuillet mis en place lors de la gastrulation ?	C
Par quelle étape commence la gastrulation ?	A
Qu'est ce qui permet de définir les 3 axes de l'embryon ?	A
Dans quel sens évolue la formation de la ligne primitive ?	D
Comment se nomme le mouvement opéré par les cellules de l'épiblaste au moment de la gastrulation ?	B
Quels sont les 2 processus qui permettent ce mouvement?	A
Quelles sont les 3 subdivisions du mésoderme ?	A
Qu'est ce que le processus notochordal ?	D
De quel feuillet est issu le processus notochordal ?	A
Quel est le rôle de la notochorde ?	B
Quels sont les 3 devenirs de l'ectoderme ?	A
Quelles sont les deux régions où le mésoderme ne s'interpose pas entre l'ectoderme et l'endoderme ?	C
Quel est le devenir de ces 2 régions ?	C
Quelle est l'évolution du mésoderme para-axial ?	B
Quelle est l'évolution du mésoderme intermédiaire ?	A
Quelle est l'évolution du mésoderme latéral ?	C
Quelle est l'évolution de la plaque neurale ?	A
