Q1: Le nerf axillaire chemine avec l’artère circonflexe humérale postérieure dans :	Réponse: D — L’espace quadrangulaire
Q37: Sur le plan embryologique, les tissus conjonctifs dérivent principalement :	Réponse: D — Du mésoblaste via le mésenchyme
Q38: La matrice extracellulaire (MEC) est constituée de :	Réponse: D — Fibres + substance fondamentale
Q39: Le TC fibreux à prédominance de fibres élastiques est cité dans :	Réponse: A — Les ligaments jaunes et la paroi des grosses artères élastiques
Q40: Dans le cours, le pouls radial peut être palpé :	Réponse: C — Dans la tabatière anatomique
Q41: Dans une approche “evidence-based”, la question PICO inclut typiquement :	Réponse: C — Patient/Problème, Intervention, Comparateur, Outcome
Q42: La substance fondamentale d’un tissu conjonctif est classiquement décrite comme :	Réponse: D — Semi-fluide, située entre cellules et fibres
Q43: Une fonction métabolique des tissus conjonctifs est liée surtout à :	Réponse: C — Leur richesse en vaisseaux sanguins
Q44: Les hématies sont décrites comme :	Réponse: D — Des cellules anucléées
Q45: Le nerf médian passe entre :	Réponse: B — Les deux chefs du pronator teres
Q46: Une propriété décrite des fibres élastiques (cours) :	Réponse: A — Elles ne se renouvellent pas
Q47: La corde postérieure est formée :	Réponse: C — Des 3 divisions postérieures
Q48: Dans les compétences IFEC, “raisonnement clinique” et “pensée critique” impliquent :	Réponse: C — Formuler des hypothèses et les tester avec anamnèse + examen
Q49: Concernant l’adipocyte brun (cours) :	Réponse: B — Plurivacuolaire, nombreuses mitochondries, thermogenèse
Q50: Exemple de localisation d’un TC dense irrégulier (cours) :	Réponse: A — Dure-mère
Q51: Les intégrines (rappel du cours) sont :	Réponse: A — Des récepteurs membranaires dimériques (sous-unités α et β)
Q52: Dans le cours, la proportion des éléments figurés du sang est d’environ :	Réponse: B — 45%
Q53: L’irrigation du membre supérieur débute à partir de :	Réponse: A — L’artère sous-clavière
Q54: Le nerf radial provient :	Réponse: C — De la corde postérieure
Q55: Exemple correct (cours) de glycoprotéine reliant cellules et collagène :	Réponse: D — Fibronectine
Q56: Le nerf musculo-cutané provient :	Réponse: A — De la corde latérale
Q57: L’artère axillaire se termine en donnant l’artère brachiale :	Réponse: A — Au bord inférieur du muscle grand rond
Q58: Le fibroblaste se distingue du fibrocyte (cours) par :	Réponse: D — Une activité métabolique plus élevée
Q59: L’artère brachiale se termine au pli du coude en donnant :	Réponse: C — L’artère radiale et l’artère ulnaire
Q60: Les glycosaminoglycanes (GAG) sont :	Réponse: C — De longues chaînes glucidiques non ramifiées
Q61: Le nerf musculo-cutané se termine en donnant :	Réponse: B — Le nerf cutané antébrachial latéral
Q62: Un disaccharide de base des GAG comporte typiquement :	Réponse: C — Un acide uronique et une hexosamine
Q63: Le nerf radial plonge avec l’artère brachiale profonde dans :	Réponse: D — L’espace huméro-tricipital
Q64: Les glycoprotéines de la MEC (cours) participent surtout à :	Réponse: C — L’ancrage des cellules sur la MEC
Q65: Les agrégats de protéoglycanes se fixent sur une molécule de :	Réponse: D — Acide hyaluronique (liaisons non covalentes)
Q66: L’artère sous-clavière devient l’artère axillaire :	Réponse: B — Au niveau du défilé costo-claviculaire
Q67: Selon l’IFEC, le chiropracteur doit être capable de :	Réponse: B — Reconnaître les situations nécessitant une intervention médicale
Q68: Dans le défilé costo-claviculaire, d’avant en arrière on retrouve :	Réponse: D — Veine sous-clavière, artère sous-clavière, divisions du plexus
Q69: Un “red flag” majeur évoquant une queue de cheval est :	Réponse: B — Troubles sphinctériens avec anesthésie en selle
Q70: Le tissu conjonctif réticulé est caractérisé par :	Réponse: A — Un maillage de fibres réticulées (collagène type III) et peu/pas de SF
Q71: Dans le cours, la fibrilline est associée à :	Réponse: A — Les fibres élastiques
Q72: Les fibroblastes synthétisent :	Réponse: B — Toutes les macromolécules constitutives de la MEC
Q73: Les plaquettes (thrombocytes) sont :	Réponse: C — Des fragments cellulaires
Q74: Les fibres élastiques sont constituées :	Réponse: A — D’un cœur d’élastine et d’une périphérie de fibrilline
Q75: Parmi les GAG, lequel est spécifiquement décrit comme non sulfaté et présent dans tous les TC ?	Réponse: A — Acide hyaluronique
Q76: Le tissu sanguin est décrit comme un tissu conjonctif spécialisé caractérisé par :	Réponse: B — Une matrice liquide (plasma)
Q77: Si une situation dépasse les compétences du chiropracteur (IFEC), la conduite attendue est :	Réponse: A — Orienter vers un professionnel médical/paramédical approprié
Q78: Les cellules conjonctives résidentes incluent :	Réponse: C — Fibroblastes, myofibroblastes, adipocytes
Q79: Le nerf ulnaire provient :	Réponse: B — De la corde médiale
Q80: Le collagène de type IV (cours) :	Réponse: C — Est spécifique des lames basales et ne forme pas de fibres
Q81: Le nerf supra-scapulaire (cours) passe dans l’incisure scapulaire :	Réponse: A — Sous le ligament transverse de la scapula
Q82: La prise en charge “en premier recours” signifie surtout :	Réponse: D — Patient consultant directement sans prescription médicale préalable
Q83: Un protéoglycane est (cours) :	Réponse: C — Des chaînes de GAG fixées à une protéine porteuse par liaisons covalentes
Q84: Le canal de Guyon contient :	Réponse: C — Le nerf ulnaire et l’artère ulnaire
Q85: Dans le cours, l’artère sous-clavière passe :	Réponse: B — Entre les scalènes antérieur et moyen
Q86: Une obligation avant technique manuelle est :	Réponse: B — Recueillir un consentement éclairé (bénéfices/risques/alternatives)
Q87: Dans un tissu conjonctif, les 3 grandes catégories d’éléments sont :	Réponse: C — Fibres conjonctives, substance fondamentale, cellules conjonctives
Q88: Concernant l’acide hyaluronique (cours) :	Réponse: C — Il ne se fixe pas à des protéines et ne constitue pas de protéoglycanes
Q89: Les plasmocytes sont :	Réponse: C — Des lymphocytes B maturés sécrétant des Ig
Q90: La branche postérieure du nerf spinal (dans le cours) est aussi appelée :	Réponse: D — PPD (posterior primary division)
Q91: Dans le cours, un rôle des myofibroblastes est :	Réponse: B — Participation à la réparation/guérison et à l’inflammation
Q92: Après le petit pectoral, un rapport antérieur de l’artère axillaire (cours) est :	Réponse: A — Le nerf médian
Q93: Selon l’IFEC (objectifs), une priorité centrale de la formation en chiropraxie est :	Réponse: C — La qualité et la sécurité des soins
Q94: Une mucopolysaccharidose est décrite comme :	Réponse: D — Une maladie de surcharge lysosomiale par déficit enzymatique
Q95: [V1] Quel élément correspond le mieux à : Subjectif – Objectif – Analyse – Plan ?	Réponse: A — SOAP
Q96: [V2] Lequel des énoncés décrit correctement : Axillaire ?	Réponse: C — l’artère faisant suite à la sous-clavière au défilé costo-claviculaire
Q97: [V3] Lequel des énoncés décrit correctement : Qualité et sécurité des soins ?	Réponse: C — un objectif central mis en avant par l’IFEC
Q98: [V4] Quel élément correspond le mieux à : branche terminale issue de la corde postérieure ?	Réponse: D — Nerf radial
Q99: [V5] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde médiale ?	Réponse: D — Nerf ulnaire
Q100: [V6] Quel élément correspond le mieux à : l’élément de la MEC localisé entre cellules et fibres, de consistance semi-fluide ?	Réponse: B — Substance fondamentale
Q101: [V7] Parmi les propositions suivantes, laquelle correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: D — Endomysium
Q102: [V8] Lequel des énoncés décrit correctement : Nerf radial ?	Réponse: C — branche terminale issue de la corde postérieure
Q103: [V9] Lequel des énoncés décrit correctement : Mastocyte ?	Réponse: C — cellule proche des capillaires riche en histamine (allergie)
Q104: [V10] Parmi les propositions suivantes, laquelle correspond le mieux à : formée des 3 divisions postérieures ?	Réponse: C — Corde postérieure
Q105: [V11] Lequel des énoncés décrit correctement : Ligaments jaunes ?	Réponse: C — exemple de TC à prédominance de fibres élastiques
Q106: [V12] Quel élément correspond le mieux à : un GAG non sulfaté, ubiquitaire, ne formant pas de protéoglycanes ?	Réponse: B — Acide hyaluronique
Q107: [V13] Lequel des énoncés décrit correctement : Collagène type IV ?	Réponse: B — le collagène des lames basales (mailles, ne forme pas de fibres)
Q108: [V14] Lequel des énoncés décrit correctement : Hématie ?	Réponse: B — cellule sanguine anucléée
Q109: [V15] Parmi les propositions suivantes, laquelle correspond le mieux à : de longues chaînes glucidiques non ramifiées ?	Réponse: D — GAG
Q110: [V16] Lequel des énoncés décrit correctement : Espace huméro-tricipital ?	Réponse: A — où le nerf radial accompagne l’a. brachiale profonde
Q111: [V17] Lequel des énoncés décrit correctement : Stroma cornéen / aponévrose ?	Réponse: A — exemples de TC dense régulier bitendu
Q112: [V18] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: D — Acide uronique + hexosamine
Q113: [V19] Parmi les propositions suivantes, laquelle correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: C — Endomysium
Q114: [V20] Quel élément correspond le mieux à : exemple de localisation de TC dense irrégulier ?	Réponse: D — Dure-mère
Q115: [V21] Quel élément correspond le mieux à : charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes ?	Réponse: B — Tissu réticulé
Q116: [V22] Quel élément correspond le mieux à : cellule sanguine anucléée ?	Réponse: D — Hématie
Q117: [V23] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde postérieure ?	Réponse: C — Nerf radial
Q118: [V24] Parmi les propositions suivantes, laquelle correspond le mieux à : un GAG non sulfaté, ubiquitaire, ne formant pas de protéoglycanes ?	Réponse: D — Acide hyaluronique
Q119: [V25] Lequel des énoncés décrit correctement : Collagène type II ?	Réponse: C — le collagène du cartilage
Q120: [V26] Parmi les propositions suivantes, laquelle correspond le mieux à : la définition de la matrice extracellulaire ?	Réponse: A — MEC = fibres + substance fondamentale
Q121: [V27] Quel élément correspond le mieux à : le collagène majoritaire (~90%), ubiquitaire ?	Réponse: C — Collagène type I
Q122: [V28] Quel élément correspond le mieux à : le plexus innervant ceinture scapulaire + membre supérieur ?	Réponse: C — Plexus brachial (C5–T1)
Q123: [V29] Quel élément correspond le mieux à : l’artère à partir de laquelle commence l’irrigation du membre supérieur ?	Réponse: D — Sous-clavière
Q124: [V30] Parmi les propositions suivantes, laquelle correspond le mieux à : collagène en faisceaux orientés dans toutes les directions ?	Réponse: C — TC dense irrégulier
Q125: [V31] Parmi les propositions suivantes, laquelle correspond le mieux à : tissu conjonctif surtout embryonnaire (cordon ombilical) ?	Réponse: A — TC muqueux
Q126: [V32] Lequel des énoncés décrit correctement : Hyaluronidase ?	Réponse: B — l’enzyme qui hydrolyse l’acide hyaluronique
Q127: [V33] Parmi les propositions suivantes, laquelle correspond le mieux à : formée des 3 divisions postérieures ?	Réponse: C — Corde postérieure
Q128: [V34] Lequel des énoncés décrit correctement : Fibroblaste ?	Réponse: C — la cellule résidente qui synthétise les macromolécules de la MEC
Q129: [V35] Quel élément correspond le mieux à : cellule sanguine anucléée ?	Réponse: A — Hématie
Q130: [V36] Quel élément correspond le mieux à : la racine sensitive (avec ganglion spinal) ?	Réponse: A — Racine postérieure
Q131: [V37] Lequel des énoncés décrit correctement : Défilé costo-claviculaire ?	Réponse: D — où l’ordre antéro-postérieur est veine sous-clavière → artère → divisions
Q132: [V38] Quel élément correspond le mieux à : où l’ordre antéro-postérieur est veine sous-clavière → artère → divisions ?	Réponse: A — Défilé costo-claviculaire
Q133: [V39] Parmi les propositions suivantes, laquelle correspond le mieux à : exemples de TC dense régulier unitendu ?	Réponse: C — Tendon/Ligament
Q134: [V40] Quel élément correspond le mieux à : où passent le nerf ulnaire et l’artère ulnaire ?	Réponse: A — Canal de Guyon
Q135: [V41] Parmi les propositions suivantes, laquelle correspond le mieux à : la cellule résidente qui synthétise les macromolécules de la MEC ?	Réponse: D — Fibroblaste
Q136: [V42] Lequel des énoncés décrit correctement : Intégrines (α/β) ?	Réponse: B — des récepteurs membranaires dimériques impliqués dans l’ancrage à la MEC
Q137: [V43] Quel élément correspond le mieux à : où l’ordre antéro-postérieur est veine sous-clavière → artère → divisions ?	Réponse: D — Défilé costo-claviculaire
Q138: [V44] Lequel des énoncés décrit correctement : Stroma cornéen / aponévrose ?	Réponse: A — exemples de TC dense régulier bitendu
Q139: [V45] Parmi les propositions suivantes, laquelle correspond le mieux à : le plexus innervant ceinture scapulaire + membre supérieur ?	Réponse: D — Plexus brachial (C5–T1)
Q140: [V46] Lequel des énoncés décrit correctement : Racine postérieure ?	Réponse: A — la racine sensitive (avec ganglion spinal)
Q141: [V47] Parmi les propositions suivantes, laquelle correspond le mieux à : la capacité à identifier ce qui nécessite une intervention médicale ?	Réponse: A — Reconnaître ses limites
Q142: [V48] Parmi les propositions suivantes, laquelle correspond le mieux à : la coloration de mise en évidence des fibres élastiques ?	Réponse: D — Orcéine
Q143: [V49] Parmi les propositions suivantes, laquelle correspond le mieux à : exemples de TC dense régulier bitendu ?	Réponse: C — Stroma cornéen / aponévrose
Q144: [V50] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: D — Acide uronique + hexosamine
Q145: [V51] Lequel des énoncés décrit correctement : Consentement éclairé ?	Réponse: A — information sur bénéfices/risques/alternatives avant un soin
Q146: [V52] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: C — Ligaments jaunes
Q147: [V53] Lequel des énoncés décrit correctement : Raisonnement clinique ?	Réponse: C — formuler des hypothèses et les tester avec anamnèse + examen
Q148: [V54] Parmi les propositions suivantes, laquelle correspond le mieux à : où le nerf radial accompagne l’a. brachiale profonde ?	Réponse: D — Espace huméro-tricipital
Q149: [V55] Lequel des énoncés décrit correctement : Tronc supérieur ?	Réponse: D — formé par C5 et C6
Q150: [V56] Quel élément correspond le mieux à : branche terminale issue de la corde postérieure ?	Réponse: A — Nerf radial
Q151: [V57] Parmi les propositions suivantes, laquelle correspond le mieux à : les deux terminales de l’artère brachiale au pli du coude ?	Réponse: D — Radiale + ulnaire
Q152: [V58] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde postérieure ?	Réponse: A — Nerf radial
Q153: [V59] Quel élément correspond le mieux à : où le nerf radial accompagne l’a. brachiale profonde ?	Réponse: C — Espace huméro-tricipital
Q154: [V60] Quel élément correspond le mieux à : la cause de l’hydrophilie des protéoglycanes ?	Réponse: A — Charges négatives
Q155: [V61] Lequel des énoncés décrit correctement : Racine postérieure ?	Réponse: C — la racine sensitive (avec ganglion spinal)
Q156: [V62] Parmi les propositions suivantes, laquelle correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: A — Plaquette
Q157: [V63] Quel élément correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: B — Endomysium
Q158: [V64] Quel élément correspond le mieux à : les deux terminales de l’artère brachiale au pli du coude ?	Réponse: C — Radiale + ulnaire
Q159: [V65] Lequel des énoncés décrit correctement : Racine antérieure ?	Réponse: B — la racine motrice du nerf spinal
Q160: [V66] Lequel des énoncés décrit correctement : Plexus brachial (C5–T1) ?	Réponse: C — le plexus innervant ceinture scapulaire + membre supérieur
Q161: [V67] Parmi les propositions suivantes, laquelle correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: D — Endomysium
Q162: [V68] Quel élément correspond le mieux à : la capacité à identifier ce qui nécessite une intervention médicale ?	Réponse: C — Reconnaître ses limites
Q163: [V69] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de localisation de TC dense irrégulier ?	Réponse: D — Dure-mère
Q164: [V70] Parmi les propositions suivantes, laquelle correspond le mieux à : cellule proche des capillaires riche en histamine (allergie) ?	Réponse: B — Mastocyte
Q165: [V71] Parmi les propositions suivantes, laquelle correspond le mieux à : la réticuline (fibres réticulées) ?	Réponse: B — Collagène type III
Q166: [V72] Quel élément correspond le mieux à : cellule proche des capillaires riche en histamine (allergie) ?	Réponse: C — Mastocyte
Q167: [V73] Lequel des énoncés décrit correctement : Plasma ?	Réponse: C — matrice liquide du sang (~55%)
Q168: [V74] Parmi les propositions suivantes, laquelle correspond le mieux à : formée des 3 divisions postérieures ?	Réponse: D — Corde postérieure
Q169: [V75] Quel élément correspond le mieux à : branche terminale issue de la corde postérieure ?	Réponse: C — Nerf radial
Q170: [V76] Lequel des énoncés décrit correctement : Tronc supérieur ?	Réponse: A — formé par C5 et C6
Q171: [V77] Quel élément correspond le mieux à : l’enzyme qui hydrolyse l’acide hyaluronique ?	Réponse: A — Hyaluronidase
Q172: [V78] Parmi les propositions suivantes, laquelle correspond le mieux à : la définition de la matrice extracellulaire ?	Réponse: A — MEC = fibres + substance fondamentale
Q173: [V79] Parmi les propositions suivantes, laquelle correspond le mieux à : la réticuline (fibres réticulées) ?	Réponse: C — Collagène type III
Q174: [V80] Parmi les propositions suivantes, laquelle correspond le mieux à : l’élément de la MEC localisé entre cellules et fibres, de consistance semi-fluide ?	Réponse: D — Substance fondamentale
Q175: [V81] Parmi les propositions suivantes, laquelle correspond le mieux à : des maladies de surcharge lysosomiale par déficit enzymatique (accumulation de GAG) ?	Réponse: B — Mucopolysaccharidoses
Q176: [V82] Quel élément correspond le mieux à : l’artère issue de l’axillaire au bord inférieur du grand rond ?	Réponse: C — Brachiale
Q177: [V83] Parmi les propositions suivantes, laquelle correspond le mieux à : un objectif central mis en avant par l’IFEC ?	Réponse: B — Qualité et sécurité des soins
Q178: [V84] Parmi les propositions suivantes, laquelle correspond le mieux à : espace entre scalène antérieur (avant) et moyen (arrière) ?	Réponse: D — Défilé des scalènes
Q179: [V85] Quel élément correspond le mieux à : charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes ?	Réponse: B — Tissu réticulé
Q180: [V86] Parmi les propositions suivantes, laquelle correspond le mieux à : information sur bénéfices/risques/alternatives avant un soin ?	Réponse: A — Consentement éclairé
Q181: [V87] Quel élément correspond le mieux à : la cause de l’hydrophilie des protéoglycanes ?	Réponse: C — Charges négatives
Q182: [V88] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde postérieure ?	Réponse: B — Nerf radial
Q183: [V89] Quel élément correspond le mieux à : la cellule résidente qui synthétise les macromolécules de la MEC ?	Réponse: A — Fibroblaste
Q184: [V90] Parmi les propositions suivantes, laquelle correspond le mieux à : l’enzyme qui hydrolyse l’acide hyaluronique ?	Réponse: D — Hyaluronidase
Q185: [V91] Lequel des énoncés décrit correctement : Qualité et sécurité des soins ?	Réponse: A — un objectif central mis en avant par l’IFEC
Q186: [V92] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: C — Acide uronique + hexosamine
Q187: [V93] Parmi les propositions suivantes, laquelle correspond le mieux à : des maladies de surcharge lysosomiale par déficit enzymatique (accumulation de GAG) ?	Réponse: B — Mucopolysaccharidoses
Q188: [V94] Quel élément correspond le mieux à : l’artère faisant suite à la sous-clavière au défilé costo-claviculaire ?	Réponse: D — Axillaire
Q189: [V95] Lequel des énoncés décrit correctement : Canal carpien ?	Réponse: C — zone classique de compression du nerf médian
Q190: [V96] Parmi les propositions suivantes, laquelle correspond le mieux à : exemples de TC dense régulier bitendu ?	Réponse: C — Stroma cornéen / aponévrose
Q191: [V97] Parmi les propositions suivantes, laquelle correspond le mieux à : exemples de TC dense régulier unitendu ?	Réponse: D — Tendon/Ligament
Q192: [V98] Quel élément correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: A — Acide uronique + hexosamine
Q193: [V99] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: D — Ligaments jaunes
Q194: [V100] Lequel des énoncés décrit correctement : Dure-mère ?	Réponse: C — exemple de localisation de TC dense irrégulier
Q195: [V101] Lequel des énoncés décrit correctement : Nerf radial ?	Réponse: A — branche terminale issue de la corde postérieure
Q196: [V102] Parmi les propositions suivantes, laquelle correspond le mieux à : l’enzyme qui hydrolyse l’acide hyaluronique ?	Réponse: A — Hyaluronidase
Q197: [V103] Lequel des énoncés décrit correctement : Dure-mère ?	Réponse: B — exemple de localisation de TC dense irrégulier
Q198: [V104] Quel élément correspond le mieux à : tissu conjonctif surtout embryonnaire (cordon ombilical) ?	Réponse: A — TC muqueux
Q199: [V105] Parmi les propositions suivantes, laquelle correspond le mieux à : un objectif central mis en avant par l’IFEC ?	Réponse: A — Qualité et sécurité des soins
Q200: [V106] Parmi les propositions suivantes, laquelle correspond le mieux à : innervent préférentiellement les loges postérieures (extenseurs) ?	Réponse: B — Divisions postérieures
Q201: [V107] Quel élément correspond le mieux à : l’origine embryologique des tissus conjonctifs ?	Réponse: D — Mésoblaste (via mésenchyme)
Q202: [V108] Parmi les propositions suivantes, laquelle correspond le mieux à : un GAG non sulfaté, ubiquitaire, ne formant pas de protéoglycanes ?	Réponse: A — Acide hyaluronique
Q203: [V109] Lequel des énoncés décrit correctement : Canal de Guyon ?	Réponse: A — où passent le nerf ulnaire et l’artère ulnaire
Q204: [V110] Quel élément correspond le mieux à : espace entre scalène antérieur (avant) et moyen (arrière) ?	Réponse: A — Défilé des scalènes
Q205: [V111] Lequel des énoncés décrit correctement : Dure-mère ?	Réponse: A — exemple de localisation de TC dense irrégulier
Q206: [V112] Parmi les propositions suivantes, laquelle correspond le mieux à : matrice liquide du sang (~55%) ?	Réponse: B — Plasma
Q207: [V113] Quel élément correspond le mieux à : le collagène du cartilage ?	Réponse: D — Collagène type II
Q208: [V114] Lequel des énoncés décrit correctement : Canal carpien ?	Réponse: D — zone classique de compression du nerf médian
Q209: [V115] Quel élément correspond le mieux à : exemples de TC dense régulier unitendu ?	Réponse: C — Tendon/Ligament
Q210: [V116] Parmi les propositions suivantes, laquelle correspond le mieux à : où passe le nerf axillaire avec l’a. circonflexe humérale postérieure ?	Réponse: C — Espace quadrangulaire
Q211: [V117] Parmi les propositions suivantes, laquelle correspond le mieux à : site de palpation du pouls radial cité ?	Réponse: C — Tabatière anatomique
Q212: [V118] Quel élément correspond le mieux à : matrice liquide du sang (~55%) ?	Réponse: B — Plasma
Q213: [V119] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: C — Acide uronique + hexosamine
Q214: [V120] Lequel des énoncés décrit correctement : Fibronectine ?	Réponse: D — une glycoprotéine d’adhérence liant cellules et collagène
Q215: [V121] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: B — Ligaments jaunes
Q216: [V122] Lequel des énoncés décrit correctement : Tissu réticulé ?	Réponse: A — charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes
Q217: [V123] Lequel des énoncés décrit correctement : Myofibroblaste ?	Réponse: B — cellule avec actine/myosine impliquée dans réparation et inflammation
Q218: [V124] Parmi les propositions suivantes, laquelle correspond le mieux à : exemple de TC à prédominance de fibres élastiques ?	Réponse: C — Ligaments jaunes
Q219: [V125] Quel élément correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: C — Plaquette
Q220: [V126] Parmi les propositions suivantes, laquelle correspond le mieux à : fragment cellulaire impliqué dans l’hémostase ?	Réponse: C — Plaquette
Q221: [V127] Lequel des énoncés décrit correctement : Endomysium ?	Réponse: B — localisation citée du TC lâche entre fibres musculaires striées
Q222: [V128] Parmi les propositions suivantes, laquelle correspond le mieux à : la racine sensitive (avec ganglion spinal) ?	Réponse: D — Racine postérieure
Q223: [V129] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde médiale ?	Réponse: B — Nerf ulnaire
Q224: [V130] Parmi les propositions suivantes, laquelle correspond le mieux à : branche terminale issue de la corde médiale ?	Réponse: B — Nerf ulnaire
Q225: [V131] Lequel des énoncés décrit correctement : Sous-clavière ?	Réponse: C — l’artère à partir de laquelle commence l’irrigation du membre supérieur
Q226: [V132] Lequel des énoncés décrit correctement : Nerf radial ?	Réponse: C — branche terminale issue de la corde postérieure
Q227: [V133] Parmi les propositions suivantes, laquelle correspond le mieux à : site de palpation du pouls radial cité ?	Réponse: D — Tabatière anatomique
Q228: [V134] Parmi les propositions suivantes, laquelle correspond le mieux à : espace entre scalène antérieur (avant) et moyen (arrière) ?	Réponse: B — Défilé des scalènes
Q229: [V135] Lequel des énoncés décrit correctement : Myofibroblaste ?	Réponse: A — cellule avec actine/myosine impliquée dans réparation et inflammation
