Q76: Le tissu sanguin est décrit comme un tissu conjonctif spécialisé caractérisé par :	Réponse: B — Une matrice liquide (plasma)
Q78: Les cellules conjonctives résidentes incluent :	Réponse: C — Fibroblastes, myofibroblastes, adipocytes
Q80: Le collagène de type IV (cours) :	Réponse: C — Est spécifique des lames basales et ne forme pas de fibres
Q83: Un protéoglycane est (cours) :	Réponse: C — Des chaînes de GAG fixées à une protéine porteuse par liaisons covalentes
Q87: Dans un tissu conjonctif, les 3 grandes catégories d’éléments sont :	Réponse: C — Fibres conjonctives, substance fondamentale, cellules conjonctives
Q88: Concernant l’acide hyaluronique (cours) :	Réponse: C — Il ne se fixe pas à des protéines et ne constitue pas de protéoglycanes
Q89: Les plasmocytes sont :	Réponse: C — Des lymphocytes B maturés sécrétant des Ig
Q91: Dans le cours, un rôle des myofibroblastes est :	Réponse: B — Participation à la réparation/guérison et à l’inflammation
Q97: [V3] Lequel des énoncés décrit correctement : Qualité et sécurité des soins ?	Réponse: C — un objectif central mis en avant par l’IFEC
Q100: [V6] Quel élément correspond le mieux à : l’élément de la MEC localisé entre cellules et fibres, de consistance semi-fluide ?	Réponse: B — Substance fondamentale
Q101: [V7] Parmi les propositions suivantes, laquelle correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: D — Endomysium
Q104: [V10] Parmi les propositions suivantes, laquelle correspond le mieux à : formée des 3 divisions postérieures ?	Réponse: C — Corde postérieure
Q105: [V11] Lequel des énoncés décrit correctement : Ligaments jaunes ?	Réponse: C — exemple de TC à prédominance de fibres élastiques
Q106: [V12] Quel élément correspond le mieux à : un GAG non sulfaté, ubiquitaire, ne formant pas de protéoglycanes ?	Réponse: B — Acide hyaluronique
Q107: [V13] Lequel des énoncés décrit correctement : Collagène type IV ?	Réponse: B — le collagène des lames basales (mailles, ne forme pas de fibres)
Q108: [V14] Lequel des énoncés décrit correctement : Hématie ?	Réponse: B — cellule sanguine anucléée
Q109: [V15] Parmi les propositions suivantes, laquelle correspond le mieux à : de longues chaînes glucidiques non ramifiées ?	Réponse: D — GAG
Q111: [V17] Lequel des énoncés décrit correctement : Stroma cornéen / aponévrose ?	Réponse: A — exemples de TC dense régulier bitendu
Q112: [V18] Parmi les propositions suivantes, laquelle correspond le mieux à : la composition du disaccharide de base des GAG ?	Réponse: D — Acide uronique + hexosamine
Q113: [V19] Parmi les propositions suivantes, laquelle correspond le mieux à : localisation citée du TC lâche entre fibres musculaires striées ?	Réponse: C — Endomysium
Q114: [V20] Quel élément correspond le mieux à : exemple de localisation de TC dense irrégulier ?	Réponse: D — Dure-mère
Q115: [V21] Quel élément correspond le mieux à : charpente (maillage) en collagène III des organes hématopoïétiques/lymphoïdes ?	Réponse: B — Tissu réticulé
Q116: [V22] Quel élément correspond le mieux à : cellule sanguine anucléée ?	Réponse: D — Hématie
Q118: [V24] Parmi les propositions suivantes, laquelle correspond le mieux à : un GAG non sulfaté, ubiquitaire, ne formant pas de protéoglycanes ?	Réponse: D — Acide hyaluronique
Q119: [V25] Lequel des énoncés décrit correctement : Collagène type II ?	Réponse: C — le collagène du cartilage
Q120: [V26] Parmi les propositions suivantes, laquelle correspond le mieux à : la définition de la matrice extracellulaire ?	Réponse: A — MEC = fibres + substance fondamentale
Q121: [V27] Quel élément correspond le mieux à : le collagène majoritaire (~90%), ubiquitaire ?	Réponse: C — Collagène type I
Q124: [V30] Parmi les propositions suivantes, laquelle correspond le mieux à : collagène en faisceaux orientés dans toutes les directions ?	Réponse: C — TC dense irrégulier
Q125: [V31] Parmi les propositions suivantes, laquelle correspond le mieux à : tissu conjonctif surtout embryonnaire (cordon ombilical) ?	Réponse: A — TC muqueux
Q126: [V32] Lequel des énoncés décrit correctement : Hyaluronidase ?	Réponse: B — l’enzyme qui hydrolyse l’acide hyaluronique
Q128: [V34] Lequel des énoncés décrit correctement : Fibroblaste ?	Réponse: C — la cellule résidente qui synthétise les macromolécules de la MEC
Q129: [V35] Quel élément correspond le mieux à : cellule sanguine anucléée ?	Réponse: A — Hématie
Q135: [V41] Parmi les propositions suivantes, laquelle correspond le mieux à : la cellule résidente qui synthétise les macromolécules de la MEC ?	Réponse: D — Fibroblaste
Q136: [V42] Lequel des énoncés décrit correctement : Intégrines (α/β) ?	Réponse: B — des récepteurs membranaires dimériques impliqués dans l’ancrage à la MEC
